SampleID	TERT	Tissue	Tissues	Description	EXTEND
GTEX-16NPV-1526-SM-7KUL6	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.450623835
GTEX-16NPV-2426-SM-6M482	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.244472541
GTEX-16NPV-2526-SM-6M483	0.02887	Vagina	Vagina	Vagina	0.449280534
GTEX-16NPV-2626-SM-6M484	0.1778	Colon	Colon_Transverse	Colon_Transverse	0.47175398
GTEX-16NPX-0005-SM-7MKGG	0	Blood	WholeBlood	WholeBlood	0.381694575
GTEX-16NPX-0226-SM-79OMT	0.1985	Skin	Skin_SunExposed	Skin_SunExposed	0.633977877
GTEX-16NPX-0326-SM-7EWDI	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.550939458
GTEX-16NPX-0426-SM-7EWDJ	0	Nerve	NerveTibial	Nerve_Tibial	0.63394948
GTEX-16NPX-0626-SM-7KULB	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.483964383
GTEX-16NPX-0726-SM-7KULC	0.1113	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.578526631
GTEX-16NPX-0826-SM-6M489	0	Heart	Heart_AA	Heart_AtrialAppendage	0.473393333
GTEX-16NPX-0926-SM-7KUEZ	0	Heart	Heart_LV	Heart_LeftVentricle	0.249497029
GTEX-16NPX-1026-SM-6PAM7	0.03549	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.538606337
GTEX-16NPX-1426-SM-6LPK3	0	Thyroid	Thyroid	Thyroid	0.437556659
GTEX-16NPX-1626-SM-6LLI5	0.3692	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.727736265
GTEX-16NPX-1726-SM-7KULP	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.472326295
GTEX-16XZY-0126-SM-7IGQ9	0.1161	Spleen	Spleen	Spleen	0.609439283
GTEX-16XZY-0426-SM-793BI	0	Heart	Heart_LV	Heart_LeftVentricle	0.320798332
GTEX-16XZY-0526-SM-7DHKY	0	Heart	Heart_AA	Heart_AtrialAppendage	0.499885293
GTEX-16XZY-0726-SM-79OMU	0	Thyroid	Thyroid	Thyroid	0.513493608
GTEX-16XZY-0926-SM-7938M	0.1012	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.717848547
GTEX-16XZY-2126-SM-79OK1	0.05358	Skin	Skin_SunExposed	Skin_SunExposed	0.612737604
GTEX-16XZY-2226-SM-7938N	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.498192007
GTEX-16XZY-2326-SM-7EWDD	0.01291	Nerve	NerveTibial	Nerve_Tibial	0.634727034
GTEX-16XZY-2426-SM-7EPGQ	0	Blood Vessel	ArteryTibial	ArteryTibial	0.567830495
GTEX-16XZY-2526-SM-7DHL2	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.65425305
GTEX-16XZZ-0006-SM-7MKF5	0.01462	Blood	WholeBlood	WholeBlood	0.582493623
GTEX-16XZZ-0011-R10b-SM-7LT91	0.1804	Brain	Brain_FC	Brain_Frontal Cortex	0.412940868
GTEX-16XZZ-0011-R11a-SM-7EPI3	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.473725531
GTEX-16XZZ-0011-R1a-SM-7LTAH	0.01265	Brain	Brain_Hippocampus	Brain_Hippocampus	0.348861484
GTEX-16XZZ-0011-R3a-SM-7IGLH	0.008284	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.458153275
GTEX-16XZZ-0011-R6a-SM-7IGNE	0.06682	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.472991125
GTEX-16XZZ-0011-R8b-SM-7LT8S	0.01977	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.43804679
GTEX-16XZZ-0011-R9b-SM-7DHKX	0	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.458253463
GTEX-16XZZ-0126-SM-793DV	0.5295	Skin	Skin_SunExposed	Skin_SunExposed	0.562136649
GTEX-16XZZ-0326-SM-7EWD6	0	Nerve	NerveTibial	Nerve_Tibial	0.570167949
GTEX-16XZZ-0426-SM-793BW	0	Blood Vessel	ArteryTibial	ArteryTibial	0.172873747
GTEX-16XZZ-0526-SM-7KUF1	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.348580526
GTEX-16XZZ-0626-SM-6M47T	2.353	Testis	Testis	Testis	0.755051058
GTEX-16XZZ-0726-SM-7KUF2	0.1468	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.515402358
GTEX-16XZZ-0826-SM-7IGM3	0	Thyroid	Thyroid	Thyroid	0.344708205
GTEX-16XZZ-0926-SM-7DHLI	0	Lung	Lung	Lung	0.118268898
GTEX-16XZZ-1026-SM-7DHKS	0	Heart	Heart_AA	Heart_AtrialAppendage	0.132587254
GTEX-16XZZ-1426-SM-7KUE3	0	Blood Vessel	ArteryAorta	ArteryAorta	0.137869685
GTEX-16XZZ-1626-SM-7KUEC	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.398815559
GTEX-16XZZ-1726-SM-7KULD	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.468074571
GTEX-16XZZ-2426-SM-7KULN	0	Prostate	Prostate	Prostate	0.2209904
GTEX-16XZZ-2726-SM-7EWDO	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.258962344
GTEX-16XZZ-2926-SM-6LPK4	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.433602869
GTEX-16XZZ-3026-SM-79OMJ	0.1391	Brain	Brain_Cortex	Brain_Cortex	0.382891463
GTEX-16XZZ-3126-SM-7EPGJ	0	Pituitary	Pituitary	Pituitary	0.280743893
GTEX-16YQH-0011-R10b-SM-7LT8U	0.01174	Brain	Brain_FC	Brain_Frontal Cortex	0.425974826
GTEX-16YQH-0011-R11b-SM-7LT98	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.668918717
GTEX-16YQH-0011-R1a-SM-7LT8R	0.02623	Brain	Brain_Hippocampus	Brain_Hippocampus	0.487507626
GTEX-16YQH-0011-R3a-SM-7EPGM	0.006252	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.48315169
GTEX-16YQH-0011-R4a-SM-7EPGI	0.01542	Brain	BrainAmygdala	BrainAmygdala	0.50080825
GTEX-16YQH-0011-R5b-SM-7938U	0.3768	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.491257501
GTEX-16YQH-0011-R6b-SM-7938T	0.2957	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.527394119
GTEX-16YQH-0011-R8a-SM-7DUFB	0.03092	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.529667546
GTEX-16YQH-0126-SM-7DUFJ	0.2906	Skin	Skin_SunExposed	Skin_SunExposed	0.578969363
GTEX-16YQH-0226-SM-6PALD	0.02556	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.435472125
GTEX-16YQH-0326-SM-6LPJV	0	Thyroid	Thyroid	Thyroid	0.40056211
GTEX-16YQH-0426-SM-7KUL7	0.01314	Muscle	MuscleSkeletal	Muscle_Skeletal	0.385937192
GTEX-16YQH-0526-SM-7KUE8	0	Nerve	NerveTibial	Nerve_Tibial	0.53981307
GTEX-16YQH-0626-SM-7938I	0	Blood Vessel	ArteryTibial	ArteryTibial	0.261843593
GTEX-16YQH-0726-SM-7IGM1	0	Heart	Heart_AA	Heart_AtrialAppendage	0.485533923
GTEX-16YQH-0826-SM-7938J	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.14689203
GTEX-16YQH-0926-SM-793BC	0.02105	Heart	Heart_LV	Heart_LeftVentricle	0.40343969
GTEX-16YQH-1826-SM-6LPJW	2.455	Testis	Testis	Testis	0.746652252
GTEX-16YQH-2226-SM-7IGM2	0.05906	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.634532529
GTEX-16YQH-2326-SM-7EWDS	0.09492	Prostate	Prostate	Prostate	0.354366766
GTEX-16YQH-2826-SM-6PAMY	0.01318	Breast	Breast	Breast_MammaryTissue	0.525355509
GTEX-16YQH-2926-SM-6LPJE	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.652346361
GTEX-16YQH-3026-SM-79OMM	0.07265	Brain	Brain_Cortex	Brain_Cortex	0.397993315
GTEX-16YQH-3126-SM-79OJZ	0.06541	Pituitary	Pituitary	Pituitary	0.354559926
GTEX-16Z82-0011-R10a-SM-79OJX	0.1029	Brain	Brain_FC	Brain_Frontal Cortex	0.3143685
GTEX-16Z82-0011-R11a-SM-79OKJ	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.367037473
GTEX-16Z82-0011-R1b-SM-7EPHZ	0.01793	Brain	Brain_Hippocampus	Brain_Hippocampus	0.391992789
GTEX-16Z82-0011-R2b-SM-79OK9	0.3273	Brain	Brain_SN	Brain_SubstantiaNigra	0.379335838
GTEX-16Z82-0011-R5a-SM-7EPGB	0.1442	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.462362948
GTEX-16Z82-0011-R6a-SM-7IGLV	0.1379	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.545976609
GTEX-16Z82-0011-R7a-SM-7MKGJ	0.7299	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.543890201
GTEX-16Z82-0011-R8a-SM-7DUEX	0	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.509466842
GTEX-16Z82-0011-R9a-SM-7DUFA	0	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.452580447
GTEX-16Z82-0126-SM-7DHLF	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.171844875
GTEX-16Z82-0426-SM-7EPGX	0	Thyroid	Thyroid	Thyroid	0.367254417
GTEX-16Z82-1026-SM-6M48A	0.04748	Lung	Lung	Lung	0.357532796
GTEX-16Z82-1926-SM-6M47U	0.108	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.578940354
GTEX-16Z82-2026-SM-6M48B	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.166546974
GTEX-16Z82-2226-SM-6LPJ7	1.189	Colon	Colon_Transverse	Colon_Transverse	0.52243608
GTEX-16Z82-2426-SM-7KUMS	0.008649	Colon	Colon_Sigmoid	Colon_Sigmoid	0.338376249
GTEX-16Z82-2626-SM-7KULU	0.0623	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.613225615
GTEX-16Z82-2726-SM-7KULV	2.245	Testis	Testis	Testis	0.754147391
GTEX-16Z82-2926-SM-6LPJJ	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.590973317
GTEX-16Z82-3026-SM-79ON3	0.1227	Brain	Brain_Cortex	Brain_Cortex	0.459959861
GTEX-16Z82-3126-SM-7EWEC	0.09691	Pituitary	Pituitary	Pituitary	0.336999196
GTEX-178AV-0226-SM-793B7	0	Pancreas	Pancreas	Pancreas	0.219197078
GTEX-178AV-0326-SM-6LPJF	0.2273	Lung	Lung	Lung	0.542491233
GTEX-178AV-0426-SM-6LPJG	0.0174	Prostate	Prostate	Prostate	0.399077992
GTEX-178AV-0526-SM-6LPJH	0.1984	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.657341539
GTEX-178AV-0626-SM-6PAM1	0.02124	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.473838317
GTEX-178AV-0726-SM-6LPJI	0.06093	Thyroid	Thyroid	Thyroid	0.434945358
GTEX-178AV-0826-SM-7KUET	0.009634	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.554638287
GTEX-178AV-0926-SM-793BK	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.566190994
GTEX-178AV-1326-SM-6LPJX	0.666	Colon	Colon_Transverse	Colon_Transverse	0.602595807
GTEX-178AV-1426-SM-6LLID	0.07068	Salivary Gland	MinorSalivaryGland	MinorSalivaryGland	0.454393564
GTEX-178AV-1726-SM-7KUL8	0.06554	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.598830735
GTEX-178AV-1826-SM-7KUE2	0	Nerve	NerveTibial	Nerve_Tibial	0.472593746
GTEX-178AV-1926-SM-7KUL9	0	Blood Vessel	ArteryTibial	ArteryTibial	0.298698802
GTEX-17EUY-0226-SM-79OKV	0.01823	Nerve	NerveTibial	Nerve_Tibial	0.515607474
GTEX-17EUY-0326-SM-7DUEY	0	Blood Vessel	ArteryTibial	ArteryTibial	0.535197427
GTEX-17EUY-0426-SM-793BD	0.03022	Skin	Skin_SunExposed	Skin_SunExposed	0.434441424
GTEX-17EUY-0526-SM-7EWDE	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.598736184
GTEX-17EUY-0626-SM-793BE	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.529072879
GTEX-17EUY-1326-SM-7DHKZ	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.503581208
GTEX-17EUY-1426-SM-7938X	0.2872	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.76411082
GTEX-17EUY-1526-SM-793CA	0	Stomach	Stomach	Stomach	0.527069539
GTEX-17EUY-1726-SM-79OK4	0.02829	Colon	Colon_Sigmoid	Colon_Sigmoid	0.539691867
GTEX-17EUY-1826-SM-7DUEZ	1.372	Colon	Colon_Transverse	Colon_Transverse	0.624880509
GTEX-17EUY-1926-SM-7DUF6	0	Breast	Breast	Breast_MammaryTissue	0.671528872
GTEX-17EUY-2026-SM-79OMV	0.03978	Prostate	Prostate	Prostate	0.536865401
GTEX-17EVP-0011-R10a-SM-7IGLP	0.05638	Brain	Brain_FC	Brain_Frontal Cortex	0.517102006
GTEX-17EVP-0011-R11a-SM-7EWDL	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.624760266
GTEX-17EVP-0011-R1a-SM-7DHLA	0.01037	Brain	Brain_Hippocampus	Brain_Hippocampus	0.488233301
GTEX-17EVP-0011-R2a-SM-7LG4W	0.6197	Brain	Brain_SN	Brain_SubstantiaNigra	0.479551766
GTEX-17EVP-0011-R3a-SM-7EPI9	0.07135	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.507316831
GTEX-17EVP-0011-R4a-SM-79OML	0.05129	Brain	BrainAmygdala	BrainAmygdala	0.512150847
GTEX-17EVP-0011-R5b-SM-7DHKW	0.1246	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.527470853
GTEX-17EVP-0011-R6b-SM-7LT99	0.4416	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.527401544
GTEX-17EVP-0011-R7a-SM-7LTAN	0.7514	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.546733079
GTEX-17EVP-0011-R8b-SM-7DUF9	0.1326	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.506853214
GTEX-17EVP-0126-SM-7EPHW	0	Thyroid	Thyroid	Thyroid	0.485020308
GTEX-17EVP-0226-SM-79OND	0	Breast	Breast	Breast_MammaryTissue	0.596449201
GTEX-17EVP-0326-SM-7DHLG	0.3465	Skin	Skin_SunExposed	Skin_SunExposed	0.556238869
GTEX-17EVP-0426-SM-79OKG	0.01654	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.545972785
GTEX-17EVP-0526-SM-7EPGY	0	Heart	Heart_AA	Heart_AtrialAppendage	0.443524317
GTEX-17EVP-0726-SM-7EWDX	0.03954	Lung	Lung	Lung	0.294487798
GTEX-17EVP-0926-SM-7IGOY	0	Blood Vessel	ArteryAorta	ArteryAorta	0.416340746
GTEX-17EVP-1026-SM-7IGOZ	0	Liver	Liver	Liver	0.462022053
GTEX-17EVP-1126-SM-793C4	0	Nerve	NerveTibial	Nerve_Tibial	0.624249835
GTEX-17EVP-1226-SM-793BF	0	Blood Vessel	ArteryTibial	ArteryTibial	0.186487515
GTEX-17EVP-1326-SM-7DHMR	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.373345328
GTEX-17EVP-1426-SM-79OMN	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.501944858
GTEX-17EVP-2626-SM-7IGMA	0.2621	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.619060268
GTEX-17EVP-2926-SM-793BU	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.599562992
GTEX-17EVP-3026-SM-7IGQL	0.04892	Brain	Brain_Cortex	Brain_Cortex	0.47211383
GTEX-17EVP-3126-SM-79OKW	0.06408	Pituitary	Pituitary	Pituitary	0.420482368
GTEX-17EVQ-0011-R11a-SM-7LT9C	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.63751167
GTEX-17EVQ-0011-R1a-SM-7189S	0.02637	Brain	Brain_Hippocampus	Brain_Hippocampus	0.456512642
GTEX-17EVQ-0011-R3b-SM-7LT9B	0.01286	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.485675569
GTEX-17EVQ-0011-R4b-SM-7LT94	0.01217	Brain	BrainAmygdala	BrainAmygdala	0.571910285
GTEX-17EVQ-0011-R5a-SM-7LT92	0.3079	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.544878319
GTEX-17EVQ-0011-R6a-SM-7189U	0.3565	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.536684519
GTEX-17EVQ-0011-R7a-SM-7EWDA	0.1449	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.506321516
GTEX-17EVQ-0011-R8a-SM-7189T	0.0524	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.464503219
GTEX-17EVQ-0011-R9b-SM-79OJY	0	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.504835491
GTEX-17EVQ-0126-SM-7IGLR	0.082	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.505449046
GTEX-17EVQ-0226-SM-7LG4P	0.0458	Skin	Skin_SunExposed	Skin_SunExposed	0.529346156
GTEX-17EVQ-0426-SM-7LG57	0.01847	Breast	Breast	Breast_MammaryTissue	0.538760176
GTEX-17EVQ-0526-SM-7KFSK	0.1074	Thyroid	Thyroid	Thyroid	0.442674149
GTEX-17EVQ-0626-SM-7KFTB	0.1059	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.468941846
GTEX-17EVQ-1026-SM-7IGOG	0	Nerve	NerveTibial	Nerve_Tibial	0.305707324
GTEX-17EVQ-1126-SM-7LG58	0	Blood Vessel	ArteryTibial	ArteryTibial	0.4208979
GTEX-17EVQ-1226-SM-7LG59	0.006344	Muscle	MuscleSkeletal	Muscle_Skeletal	0.349630332
GTEX-17EVQ-1526-SM-79ONG	0	Lung	Lung	Lung	0.415095519
GTEX-17EVQ-1626-SM-79ONH	0	Blood Vessel	ArteryAorta	ArteryAorta	0.176359405
GTEX-17EVQ-1726-SM-7LT9R	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.262676977
GTEX-17EVQ-1826-SM-7IGPH	0.1441	Colon	Colon_Transverse	Colon_Transverse	0.456109746
GTEX-17EVQ-1926-SM-7IGOF	0.1715	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.660340654
GTEX-17EVQ-2726-SM-7EWDT	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.648918123
GTEX-17EVQ-2826-SM-7IGQK	0.1204	Brain	Brain_Cortex	Brain_Cortex	0.479505046
GTEX-17EVQ-2926-SM-7EWE3	0.06078	Pituitary	Pituitary	Pituitary	0.318643213
GTEX-17F96-0126-SM-7EWDU	0	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.570221943
GTEX-17F96-0326-SM-793BR	0	Nerve	NerveTibial	Nerve_Tibial	0.462687362
GTEX-17F96-0526-SM-79OLE	0	Thyroid	Thyroid	Thyroid	0.424521897
GTEX-17F96-0626-SM-793CC	0	Lung	Lung	Lung	0.40121557
GTEX-17F96-0726-SM-793CB	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.289790652
GTEX-17F96-0826-SM-7DHLU	0	Heart	Heart_AA	Heart_AtrialAppendage	0.446052995
GTEX-17F96-1126-SM-7EWDF	0.01627	Blood Vessel	ArteryAorta	ArteryAorta	0.515417514
GTEX-17F96-1226-SM-79OK2	0.01111	Liver	Liver	Liver	0.28152279
GTEX-17F96-1426-SM-7IGQA	0.3466	Spleen	Spleen	Spleen	0.451532171
GTEX-17F96-1626-SM-7DUFL	0.1621	Skin	Skin_SunExposed	Skin_SunExposed	0.629871033
GTEX-17F96-1726-SM-7IGMB	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.585118225
GTEX-17F96-2026-SM-79ON4	0.08038	Colon	Colon_Transverse	Colon_Transverse	0.495319181
GTEX-17F96-2126-SM-7KFSM	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.297074286
GTEX-17F96-2426-SM-7IGLN	0	Breast	Breast	Breast_MammaryTissue	0.566138468
GTEX-17F96-2526-SM-7DHL3	0.2944	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.684565686
GTEX-17F96-2726-SM-7LT9F	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.248973391
GTEX-17F96-2826-SM-7IGP3	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.302839825
GTEX-17F97-0011-R10b-SM-793BB	0.05977	Brain	Brain_FC	Brain_Frontal Cortex	0.467570742
GTEX-17F97-0011-R11b-SM-7KFRQ	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.406456452
GTEX-17F97-0011-R1b-SM-7IGM9	0.02402	Brain	Brain_Hippocampus	Brain_Hippocampus	0.442689049
GTEX-17F97-0011-R3b-SM-7LT9E	0.06797	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.544951855
GTEX-17F97-0011-R4b-SM-7KFS2	0	Brain	BrainAmygdala	BrainAmygdala	0.564658176
GTEX-17F97-0011-R5a-SM-7LG4Z	0.723	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.507882426
GTEX-17F97-0011-R6a-SM-7EPGS	0.3832	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.517297032
GTEX-17F97-0011-R8a-SM-7DUET	0.08914	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.49450258
GTEX-17F97-0126-SM-7LT8N	0	Nerve	NerveTibial	Nerve_Tibial	0.634659417
GTEX-17F97-0226-SM-7LG6Q	0	Blood Vessel	ArteryTibial	ArteryTibial	0.468189855
GTEX-17F97-0326-SM-7LG5B	0.233	Skin	Skin_SunExposed	Skin_SunExposed	0.472326549
GTEX-17F97-0426-SM-7LT9U	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.58343395
GTEX-17F97-0526-SM-7DUF8	0.007069	Muscle	MuscleSkeletal	Muscle_Skeletal	0.441451591
GTEX-17F97-0626-SM-7IGOH	0	Thyroid	Thyroid	Thyroid	0.410281671
GTEX-17F97-1226-SM-79OJT	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.24231663
GTEX-17F97-1426-SM-7LG5C	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.241871295
GTEX-17F97-1926-SM-7IGM4	0.01378	Kidney	Kidney	Kidney_Cortex	0.467721567
GTEX-17F97-2526-SM-7EWDV	0	Breast	Breast	Breast_MammaryTissue	0.637944535
GTEX-17F97-2626-SM-7IGM5	0.1493	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.635971219
GTEX-17F97-2726-SM-7IGQ4	0.9719	Testis	Testis	Testis	0.605411868
GTEX-17F97-2926-SM-7DUEQ	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.588349092
GTEX-17F97-3026-SM-79OKC	0.2396	Brain	Brain_Cortex	Brain_Cortex	0.494072689
GTEX-17F98-0226-SM-793BV	0.02191	Lung	Lung	Lung	0.360191829
GTEX-17F98-0326-SM-7DHLH	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.556519871
GTEX-17F98-0426-SM-79ONZ	0	Pancreas	Pancreas	Pancreas	0.533573556
GTEX-17F98-0526-SM-79OK5	0	Breast	Breast	Breast_MammaryTissue	0.580942036
GTEX-17F98-0626-SM-79OMX	0.06275	Skin	Skin_SunExposed	Skin_SunExposed	0.552862122
GTEX-17F98-0726-SM-793BJ	0	Blood Vessel	ArteryAorta	ArteryAorta	0.489667241
GTEX-17F98-0826-SM-7DUF7	0	Nerve	NerveTibial	Nerve_Tibial	0.561068757
GTEX-17F98-0926-SM-7DHLT	0	Blood Vessel	ArteryTibial	ArteryTibial	0.418781276
GTEX-17F98-1026-SM-7IGO8	1.073	Colon	Colon_Transverse	Colon_Transverse	0.604335491
GTEX-17F98-1126-SM-79OJS	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.578668649
GTEX-17F98-1326-SM-7DUEP	0.1113	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.477484773
GTEX-17F98-1526-SM-7EWD8	0.5827	Stomach	Stomach	Stomach	0.646026976
GTEX-17F98-1626-SM-7938R	0.01138	Muscle	MuscleSkeletal	Muscle_Skeletal	0.368933616
GTEX-17F98-1726-SM-7938O	0.4124	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.708352312
GTEX-17F98-1826-SM-7DUFK	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.448421703
GTEX-17F98-1926-SM-7DHLW	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.418206347
GTEX-17F9E-0226-SM-79OKK	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.157699917
GTEX-17F9E-0426-SM-7IGP1	0	Nerve	NerveTibial	Nerve_Tibial	0.539310101
GTEX-17F9E-0526-SM-7DUFD	0	Blood Vessel	ArteryTibial	ArteryTibial	0.532773222
GTEX-17F9E-0626-SM-79ON5	0	Thyroid	Thyroid	Thyroid	0.480103195
GTEX-17F9E-0726-SM-793A1	0	Heart	Heart_AA	Heart_AtrialAppendage	0.473805984
GTEX-17F9E-0926-SM-7IGMG	0	Heart	Heart_LV	Heart_LeftVentricle	0.212685159
GTEX-17F9E-1026-SM-7DUF1	0.007839	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.557905629
GTEX-17F9E-1126-SM-79OMO	0.4681	Spleen	Spleen	Spleen	0.506664772
GTEX-17F9E-1226-SM-7EWDG	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.193876593
GTEX-17F9E-1326-SM-7DHL4	0.009574	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.542746484
GTEX-17F9E-1426-SM-793BG	0	Pancreas	Pancreas	Pancreas	0.580224527
GTEX-17F9E-1626-SM-7EWDB	2.018	Testis	Testis	Testis	0.692328621
GTEX-17F9E-1826-SM-7IGMC	0.4052	Colon	Colon_Transverse	Colon_Transverse	0.549799213
GTEX-17F9E-1926-SM-7IGQF	0.9626	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.722105761
GTEX-17F9E-2126-SM-7DUFG	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.426950025
GTEX-17F9E-2226-SM-7IGNC	0.1737	Stomach	Stomach	Stomach	0.586877359
GTEX-17F9E-2326-SM-79OKD	0.04888	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.451366223
GTEX-17F9Y-0126-SM-79OKX	0.8462	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.611226316
GTEX-17F9Y-0326-SM-7IGLS	0.03474	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.557434564
GTEX-17F9Y-0526-SM-7EWDC	0	Thyroid	Thyroid	Thyroid	0.39566214
GTEX-17F9Y-0726-SM-7LT9G	0.01198	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.479894748
