SampleID	Cancer	Groups	EXTENDScores
TCGA-LB-A7SX-01	PAAD	TERT expr	0.370408072
TCGA-LB-A8F3-01	PAAD	TERT expr	0.271942689
TCGA-LC-A66R-01	BLCA	TERT expr	0.605627836
TCGA-LG-A6GG-01	LIHC	TERT expr	0.458875947
TCGA-LL-A440-01	BRCA	TERT expr	0.25458899
TCGA-LL-A441-01	BRCA	TERT expr	0.460881534
TCGA-LL-A50Y-01	BRCA	TERT expr	0.38853164
TCGA-LL-A5YL-01	BRCA	TERT expr	0.368638834
TCGA-LL-A5YM-01	BRCA	TERT expr	0.404835104
TCGA-LL-A5YN-01	BRCA	TERT expr	0.382692853
TCGA-LL-A5YO-01	BRCA	TERT expr	0.419426284
TCGA-LN-A49K-01	ESCA	TERT expr	0.58543235
TCGA-LN-A49L-01	ESCA	TERT expr	0.714938318
TCGA-LN-A49N-01	ESCA	TERT expr	0.378434225
TCGA-LN-A49O-01	ESCA	TERT expr	0.549823853
TCGA-LN-A49P-01	ESCA	TERT expr	0.453385401
TCGA-LN-A49R-01	ESCA	TERT expr	0.500242382
TCGA-LN-A49S-01	ESCA	TERT expr	0.502604568
TCGA-LN-A49U-01	ESCA	TERT expr	0.622876606
TCGA-LN-A49V-01	ESCA	TERT expr	0.796403987
TCGA-LN-A49W-01	ESCA	TERT expr	0.467536301
TCGA-LN-A49X-01	ESCA	TERT expr	0.581927179
TCGA-LN-A4A2-01	ESCA	TERT expr	0.542936284
TCGA-LN-A4A3-01	ESCA	TERT expr	0.5510613
TCGA-LN-A4A4-01	ESCA	TERT expr	0.538356188
TCGA-LN-A4A5-01	ESCA	TERT expr	0.436670657
TCGA-LN-A4A6-01	ESCA	TERT expr	0.666075566
TCGA-LN-A4A8-01	ESCA	TERT expr	0.76276674
TCGA-LN-A4A9-01	ESCA	TERT expr	0.444808989
TCGA-LN-A4MQ-01	ESCA	TERT expr	0.564914587
TCGA-LN-A4MR-01	ESCA	TERT expr	0.427573047
TCGA-LN-A5U5-01	ESCA	TERT expr	0.549194694
TCGA-LN-A5U7-01	ESCA	TERT expr	0.577712375
TCGA-LN-A7HV-01	ESCA	TERT expr	0.686284523
TCGA-LN-A7HW-01	ESCA	TERT expr	0.494364219
TCGA-LN-A7HY-01	ESCA	TERT expr	0.496002756
TCGA-LN-A7HZ-01	ESCA	TERT expr	0.639328385
TCGA-LN-A8HZ-01	ESCA	TERT expr	0.649501183
TCGA-LN-A9FP-01	ESCA	TERT expr	0.341890109
TCGA-LN-A9FQ-01	ESCA	TERT expr	0.523254769
TCGA-LN-A9FR-01	ESCA	TERT expr	0.497240299
TCGA-LQ-A4E4-01	BRCA	TERT expr	0.486416106
TCGA-M7-A71Y-01	PRAD	TERT expr	0.295003683
TCGA-M7-A71Z-01	PRAD	TERT expr	0.425689105
TCGA-M7-A721-01	PRAD	TERT expr	0.245011184
TCGA-M7-A722-01	PRAD	TERT expr	0.480026951
TCGA-M7-A724-01	PRAD	TERT expr	0.468414176
TCGA-M7-A725-01	PRAD	TERT expr	0.371157769
TCGA-M8-A5N4-01	PAAD	TERT expr	0.296669074
TCGA-M9-A5M8-01	ESCA	TERT expr	0.511134691
TCGA-MH-A562-01	KIRP	TERT expr	0.245439009
TCGA-MI-A75C-01	LIHC	TERT expr	0.401603876
TCGA-MI-A75E-01	LIHC	TERT expr	0.270740693
TCGA-MI-A75H-01	LIHC	TERT expr	0.314699489
TCGA-MI-A75I-01	LIHC	TERT expr	0.398460089
TCGA-MK-A4N9-01	THCA	TERT expr	0.250273922
TCGA-MN-A4N1-01	LUAD	TERT expr	0.429582466
TCGA-MN-A4N4-01	LUAD	TERT expr	0.417014986
TCGA-MN-A4N5-01	LUAD	TERT expr	0.410795904
TCGA-MP-A4SV-01	LUAD	TERT expr	0.511705363
TCGA-MP-A4SW-01	LUAD	TERT expr	0.345861909
TCGA-MP-A4SY-01	LUAD	TERT expr	0.36695977
TCGA-MP-A4T4-01	LUAD	TERT expr	0.378889791
TCGA-MP-A4T6-01	LUAD	TERT expr	0.276895232
TCGA-MP-A4T7-01	LUAD	TERT expr	0.404986221
TCGA-MP-A4T8-01	LUAD	TERT expr	0.448080829
TCGA-MP-A4T9-01	LUAD	TERT expr	0.293519964
TCGA-MP-A4TA-01	LUAD	TERT expr	0.559187333
TCGA-MP-A4TC-01	LUAD	TERT expr	0.434495881
TCGA-MP-A4TD-01	LUAD	TERT expr	0.319337058
TCGA-MP-A4TE-01	LUAD	TERT expr	0.456244532
TCGA-MP-A4TF-01	LUAD	TERT expr	0.450187207
TCGA-MP-A4TH-01	LUAD	TERT expr	0.256534016
TCGA-MP-A4TI-01	LUAD	TERT expr	0.364232316
TCGA-MP-A4TK-01	LUAD	TERT expr	0.35744934
TCGA-MP-A5C7-01	LUAD	TERT expr	0.393434676
TCGA-MT-A51X-01	HNSC	TERT expr	0.467986068
TCGA-MT-A67A-01	HNSC	TERT expr	0.526444403
TCGA-MT-A67D-01	HNSC	TERT expr	0.43459969
TCGA-MT-A67F-01	HNSC	TERT expr	0.467657715
TCGA-MT-A7BN-01	HNSC	TERT expr	0.481320757
TCGA-MV-A51V-01	BLCA	TERT expr	0.476442131
TCGA-MZ-A5BI-01	HNSC	TERT expr	0.418295338
TCGA-MZ-A6I9-01	HNSC	TERT expr	0.561823216
TCGA-MZ-A7D7-01	HNSC	TERT expr	0.503889145
TCGA-NJ-A4YF-01	LUAD	TERT expr	0.420010428
TCGA-NJ-A4YG-01	LUAD	TERT expr	0.325858176
TCGA-NJ-A4YI-01	LUAD	TERT expr	0.339873409
TCGA-NJ-A4YP-01	LUAD	TERT expr	0.371624461
TCGA-NJ-A4YQ-01	LUAD	TERT expr	0.340035613
TCGA-NJ-A55O-01	LUAD	TERT expr	0.319279892
TCGA-NJ-A55R-01	LUAD	TERT expr	0.339545136
TCGA-O1-A52J-01	LUAD	TERT expr	0.330344327
TCGA-O8-A75V-01	LIHC	TERT expr	0.392181188
TCGA-OE-A75W-01	PAAD	TERT expr	0.325253315
TCGA-OK-A5Q2-01	BRCA	TERT expr	0.424968037
TCGA-OL-A5D6-01	BRCA	TERT expr	0.286026703
TCGA-OL-A5D7-01	BRCA	TERT expr	0.688969201
TCGA-OL-A5D8-01	BRCA	TERT expr	0.389442717
TCGA-OL-A5RU-01	BRCA	TERT expr	0.32621709
TCGA-OL-A5RW-01	BRCA	TERT expr	0.52190894
TCGA-OL-A5RY-01	BRCA	TERT expr	0.283580211
TCGA-OL-A5RZ-01	BRCA	TERT expr	0.500169426
TCGA-OL-A5S0-01	BRCA	TERT expr	0.478038622
TCGA-OL-A66H-01	BRCA	TERT expr	0.400139095
TCGA-OL-A66I-01	BRCA	TERT expr	0.48437215
TCGA-OL-A66J-01	BRCA	TERT expr	0.361814498
TCGA-P3-A5Q5-01	HNSC	TERT expr	0.567458896
TCGA-P3-A5QA-01	HNSC	TERT expr	0.461406666
TCGA-P3-A5QE-01	HNSC	TERT expr	0.639710224
TCGA-P3-A5QF-01	HNSC	TERT expr	0.574423961
TCGA-P3-A6SW-01	HNSC	TERT expr	0.600952241
TCGA-P3-A6T0-01	HNSC	TERT expr	0.413844462
TCGA-P3-A6T2-01	HNSC	TERT expr	0.636253984
TCGA-P3-A6T3-01	HNSC	TERT expr	0.494050536
TCGA-P3-A6T5-01	HNSC	TERT expr	0.376647977
TCGA-P3-A6T6-01	HNSC	TERT expr	0.631915379
TCGA-P3-A6T7-01	HNSC	TERT expr	0.453746826
TCGA-P3-A6T8-01	HNSC	TERT expr	0.360231733
TCGA-P4-A5E6-01	KIRP	TERT expr	0.207292927
TCGA-P4-A5EB-01	KIRP	TERT expr	0.287871311
TCGA-PD-A5DF-01	LIHC	TERT expr	0.389361182
TCGA-PE-A5DC-01	BRCA	TERT expr	0.430017098
TCGA-PE-A5DD-01	BRCA	TERT expr	0.457686818
TCGA-PE-A5DE-01	BRCA	TERT expr	0.400730699
TCGA-PQ-A6FN-01	BLCA	TERT expr	0.588787399
TCGA-Q2-A5QZ-01	KIRP	TERT expr	0.243665416
TCGA-Q3-A5QY-01	PAAD	TERT expr	0.27593125
TCGA-Q3-AA2A-01	PAAD	TERT expr	0.344891479
TCGA-Q9-A6FU-01	ESCA	TERT expr	0.476142948
TCGA-QA-A7B7-01	LIHC	TERT expr	0.826155558
TCGA-QK-A64Z-01	HNSC	TERT expr	0.488203739
TCGA-QK-A652-01	HNSC	TERT expr	0.36125591
TCGA-QK-A6IF-01	HNSC	TERT expr	0.622777783
TCGA-QK-A6IG-01	HNSC	TERT expr	0.574151905
TCGA-QK-A6IH-01	HNSC	TERT expr	0.488162646
TCGA-QK-A6II-01	HNSC	TERT expr	0.498016524
TCGA-QK-A6IJ-01	HNSC	TERT expr	0.473809216
TCGA-QK-A6V9-01	HNSC	TERT expr	0.649440132
TCGA-QK-A6VB-01	HNSC	TERT expr	0.556959298
TCGA-QK-A6VC-01	HNSC	TERT expr	0.456116983
TCGA-QK-A8Z7-01	HNSC	TERT expr	0.608908603
TCGA-QK-A8Z8-01	HNSC	TERT expr	0.486305193
TCGA-QK-A8Z9-01	HNSC	TERT expr	0.317160002
TCGA-QK-A8ZA-01	HNSC	TERT expr	0.529650056
TCGA-QK-A8ZB-01	HNSC	TERT expr	0.322718696
TCGA-QK-AA3J-01	HNSC	TERT expr	0.492500442
TCGA-QK-AA3K-01	HNSC	TERT expr	0.434800071
TCGA-QU-A6IL-01	PRAD	TERT expr	0.333395405
TCGA-QU-A6IM-01	PRAD	TERT expr	0.232553614
TCGA-QU-A6IN-01	PRAD	TERT expr	0.390610021
TCGA-QU-A6IO-01	PRAD	TERT expr	0.257985546
TCGA-QU-A6IP-01	PRAD	TERT expr	0.333687461
TCGA-R3-A69X-01	BLCA	TERT expr	0.486049236
TCGA-R6-A6DQ-01	ESCA	TERT expr	0.489536571
TCGA-R6-A6KZ-01	ESCA	TERT expr	0.484170233
TCGA-R6-A6L4-01	ESCA	TERT expr	0.529378749
TCGA-R6-A6XG-01	ESCA	TERT expr	0.641836055
TCGA-R6-A6XQ-01	ESCA	TERT expr	0.573597829
TCGA-R6-A6Y0-01	ESCA	TERT expr	0.437351765
TCGA-R6-A6Y2-01	ESCA	TERT expr	0.441542045
TCGA-R6-A8W5-01	ESCA	TERT expr	0.796804216
TCGA-R6-A8W8-01	ESCA	TERT expr	0.568091995
TCGA-R6-A8WC-01	ESCA	TERT expr	0.685000857
TCGA-R6-A8WG-01	ESCA	TERT expr	0.635892927
TCGA-RB-A7B8-01	PAAD	TERT expr	0.21335596
TCGA-RB-AA9M-01	PAAD	TERT expr	0.200922304
TCGA-RC-A6M3-01	LIHC	TERT expr	0.582709165
TCGA-RC-A6M4-01	LIHC	TERT expr	0.44046865
TCGA-RC-A6M6-01	LIHC	TERT expr	0.594428217
TCGA-RC-A7S9-01	LIHC	TERT expr	0.490562467
TCGA-RC-A7SB-01	LIHC	TERT expr	0.346250573
TCGA-RC-A7SF-01	LIHC	TERT expr	0.445501135
TCGA-RC-A7SK-01	LIHC	TERT expr	0.414051823
TCGA-RE-A7BO-01	ESCA	TERT expr	0.684667269
TCGA-RG-A7D4-01	LIHC	TERT expr	0.59001293
TCGA-RS-A6TO-01	HNSC	TERT expr	0.418639361
TCGA-RS-A6TP-01	HNSC	TERT expr	0.646919656
TCGA-S4-A8RM-01	PAAD	TERT expr	0.298354085
TCGA-S4-A8RO-01	PAAD	TERT expr	0.384128224
TCGA-S4-A8RP-01	PAAD	TERT expr	0.242463929
TCGA-S5-A6DX-01	BLCA	TERT expr	0.467968498
TCGA-S5-AA26-01	BLCA	TERT expr	0.698784328
TCGA-S8-A6BW-01	ESCA	TERT expr	0.527584063
TCGA-SU-A7E7-01	PRAD	TERT expr	0.221856261
TCGA-SY-A9G0-01	BLCA	TERT expr	0.334655917
TCGA-SY-A9G5-01	BLCA	TERT expr	0.4870754
TCGA-T2-A6WX-01	HNSC	TERT expr	0.48986803
TCGA-T2-A6WZ-01	HNSC	TERT expr	0.431166159
TCGA-T2-A6X0-01	HNSC	TERT expr	0.597998005
TCGA-T2-A6X2-01	HNSC	TERT expr	0.454768721
TCGA-T3-A92N-01	HNSC	TERT expr	0.574579917
TCGA-TN-A7HI-01	HNSC	TERT expr	0.593853623
TCGA-TN-A7HJ-01	HNSC	TERT expr	0.416205039
TCGA-TN-A7HL-01	HNSC	TERT expr	0.490725718
TCGA-UB-A7MA-01	LIHC	TERT expr	0.49539152
TCGA-UB-A7MC-01	LIHC	TERT expr	0.829908525
TCGA-UB-A7MD-01	LIHC	TERT expr	0.326608126
TCGA-UB-A7ME-01	LIHC	TERT expr	0.685739775
TCGA-UB-A7MF-01	LIHC	TERT expr	0.520602585
TCGA-UF-A718-01	HNSC	TERT expr	0.342557681
TCGA-UF-A719-01	HNSC	TERT expr	0.567080263
TCGA-UF-A71A-01	HNSC	TERT expr	0.49003642
TCGA-UF-A71D-01	HNSC	TERT expr	0.496060891
TCGA-UF-A71E-01	HNSC	TERT expr	0.450782009
TCGA-UF-A7J9-01	HNSC	TERT expr	0.469302655
TCGA-UF-A7JA-01	HNSC	TERT expr	0.434705793
TCGA-UF-A7JC-01	HNSC	TERT expr	0.444589942
TCGA-UF-A7JD-01	HNSC	TERT expr	0.388225205
TCGA-UF-A7JF-01	HNSC	TERT expr	0.390770524
TCGA-UF-A7JH-01	HNSC	TERT expr	0.418775443
TCGA-UF-A7JJ-01	HNSC	TERT expr	0.316178285
TCGA-UF-A7JK-01	HNSC	TERT expr	0.441741042
TCGA-UF-A7JO-01	HNSC	TERT expr	0.414013994
TCGA-UF-A7JS-01	HNSC	TERT expr	0.438067699
TCGA-UF-A7JT-01	HNSC	TERT expr	0.470319074
TCGA-UF-A7JV-01	HNSC	TERT expr	0.47722658
TCGA-UP-A6WW-01	HNSC	TERT expr	0.540247904
TCGA-US-A774-01	PAAD	TERT expr	0.212351329
TCGA-US-A776-01	PAAD	TERT expr	0.496524428
TCGA-US-A779-01	PAAD	TERT expr	0.249501995
TCGA-US-A77G-01	PAAD	TERT expr	0.322407844
TCGA-UY-A78K-01	BLCA	TERT expr	0.543757471
TCGA-UY-A78L-01	BLCA	TERT expr	0.495220119
TCGA-UY-A78M-01	BLCA	TERT expr	0.562124007
TCGA-UY-A78O-01	BLCA	TERT expr	0.515197005
TCGA-UY-A8OB-01	BLCA	TERT expr	0.49838072
TCGA-UY-A9PA-01	BLCA	TERT expr	0.452399197
TCGA-UY-A9PB-01	BLCA	TERT expr	0.485822301
TCGA-UY-A9PD-01	BLCA	TERT expr	0.551570289
TCGA-UY-A9PE-01	BLCA	TERT expr	0.54561107
TCGA-UY-A9PF-01	BLCA	TERT expr	0.423569646
TCGA-UY-A9PH-01	BLCA	TERT expr	0.546603698
TCGA-V1-A8MG-01	PRAD	TERT expr	0.307222326
TCGA-V1-A8MJ-01	PRAD	TERT expr	0.229197223
TCGA-V1-A8MK-01	PRAD	TERT expr	0.244804257
TCGA-V1-A8ML-01	PRAD	TERT expr	0.287275115
TCGA-V1-A8MM-01	PRAD	TERT expr	0.290344308
TCGA-V1-A8MU-01	PRAD	TERT expr	0.21602768
TCGA-V1-A8WL-01	PRAD	TERT expr	0.30541835
TCGA-V1-A8WN-01	PRAD	TERT expr	0.269628737
TCGA-V1-A8WS-01	PRAD	TERT expr	0.446154516
TCGA-V1-A8WV-01	PRAD	TERT expr	0.438169763
TCGA-V1-A8WW-01	PRAD	TERT expr	0.291936653
TCGA-V5-A7RB-01	ESCA	TERT expr	0.536771057
TCGA-V5-A7RC-01	ESCA	TERT expr	0.503382695
TCGA-V5-A7RE-01	ESCA	TERT expr	0.637879145
TCGA-V5-AASV-01	ESCA	TERT expr	0.657482313
TCGA-V5-AASW-01	ESCA	TERT expr	0.683149375
TCGA-V5-AASX-01	ESCA	TERT expr	0.516755531
TCGA-VN-A88I-01	PRAD	TERT expr	0.220874285
TCGA-VN-A88K-01	PRAD	TERT expr	0.258518039
TCGA-VN-A88L-01	PRAD	TERT expr	0.229174405
TCGA-VN-A88M-01	PRAD	TERT expr	0.348864987
TCGA-VN-A88N-01	PRAD	TERT expr	0.328942115
TCGA-VN-A88O-01	PRAD	TERT expr	0.29140913
TCGA-VN-A88P-01	PRAD	TERT expr	0.350095882
TCGA-VN-A88Q-01	PRAD	TERT expr	0.337191386
TCGA-VP-A872-01	PRAD	TERT expr	0.257605915
TCGA-VP-A875-01	PRAD	TERT expr	0.399222734
TCGA-VP-A876-01	PRAD	TERT expr	0.464380108
TCGA-VP-A879-01	PRAD	TERT expr	0.255023242
TCGA-VP-A87B-01	PRAD	TERT expr	0.353836158
TCGA-VP-A87C-01	PRAD	TERT expr	0.293518305
TCGA-VP-A87D-01	PRAD	TERT expr	0.351425467
TCGA-VP-A87J-01	PRAD	TERT expr	0.31668948
TCGA-VP-A87K-01	PRAD	TERT expr	0.372640295
TCGA-VR-A8EO-01	ESCA	TERT expr	0.599900822
TCGA-VR-A8EP-01	ESCA	TERT expr	0.58180863
TCGA-VR-A8EQ-01	ESCA	TERT expr	0.586462507
TCGA-VR-A8ER-01	ESCA	TERT expr	0.482930553
TCGA-VR-A8EU-01	ESCA	TERT expr	0.484940013
TCGA-VR-A8EW-01	ESCA	TERT expr	0.539826013
TCGA-VR-A8EX-01	ESCA	TERT expr	0.542225361
TCGA-VR-A8EY-01	ESCA	TERT expr	0.689382398
TCGA-VR-A8Q7-01	ESCA	TERT expr	0.647220974
TCGA-VR-AA4D-01	ESCA	TERT expr	0.718351653
TCGA-VR-AA4G-01	ESCA	TERT expr	0.470345206
TCGA-VR-AA7B-01	ESCA	TERT expr	0.479430618
TCGA-VR-AA7D-01	ESCA	TERT expr	0.536667326
TCGA-WW-A8ZI-01	PRAD	TERT expr	0.400234143
TCGA-X4-A8KS-01	PRAD	TERT expr	0.22681922
TCGA-X8-AAAR-01	ESCA	TERT expr	0.418055992
TCGA-XA-A8JR-01	PRAD	TERT expr	0.276931672
TCGA-XD-AAUH-01	PAAD	TERT expr	0.146687113
TCGA-XD-AAUI-01	PAAD	TERT expr	0.236518472
TCGA-XF-A8HH-01	BLCA	TERT expr	0.393751925
TCGA-XF-A8HI-01	BLCA	TERT expr	0.453910469
TCGA-XF-A9SH-01	BLCA	TERT expr	0.402828925
TCGA-XF-A9SI-01	BLCA	TERT expr	0.542147937
TCGA-XF-A9SJ-01	BLCA	TERT expr	0.529369717
TCGA-XF-A9SK-01	BLCA	TERT expr	0.380195008
TCGA-XF-A9SL-01	BLCA	TERT expr	0.327810557
TCGA-XF-A9SM-01	BLCA	TERT expr	0.567025653
TCGA-XF-A9SP-01	BLCA	TERT expr	0.421482164
TCGA-XF-A9ST-01	BLCA	TERT expr	0.937998072
TCGA-XF-A9SU-01	BLCA	TERT expr	0.445432657
TCGA-XF-A9SW-01	BLCA	TERT expr	0.336239781
TCGA-XF-A9SX-01	BLCA	TERT expr	0.4029199
TCGA-XF-A9SY-01	BLCA	TERT expr	0.607792117
TCGA-XF-A9SZ-01	BLCA	TERT expr	0.458325127
TCGA-XF-A9T0-01	BLCA	TERT expr	0.64888981
TCGA-XF-A9T2-01	BLCA	TERT expr	0.526560244
TCGA-XF-A9T3-01	BLCA	TERT expr	0.50528236
TCGA-XF-A9T4-01	BLCA	TERT expr	0.458585877
TCGA-XF-A9T5-01	BLCA	TERT expr	0.569850991
TCGA-XF-A9T6-01	BLCA	TERT expr	0.584996746
TCGA-XF-A9T8-01	BLCA	TERT expr	0.511717455
TCGA-XF-AAME-01	BLCA	TERT expr	0.314612946
TCGA-XF-AAMG-01	BLCA	TERT expr	0.722065726
TCGA-XF-AAMH-01	BLCA	TERT expr	0.536019486
TCGA-XF-AAML-01	BLCA	TERT expr	0.628494969
TCGA-XF-AAMQ-01	BLCA	TERT expr	0.539823323
TCGA-XF-AAMR-01	BLCA	TERT expr	0.403452781
TCGA-XF-AAMT-01	BLCA	TERT expr	0.448492572
TCGA-XF-AAMW-01	BLCA	TERT expr	0.458685692
TCGA-XF-AAMX-01	BLCA	TERT expr	0.726198131
TCGA-XF-AAMY-01	BLCA	TERT expr	0.461568567
TCGA-XF-AAMZ-01	BLCA	TERT expr	0.585438324
TCGA-XF-AAN0-01	BLCA	TERT expr	0.555147498
TCGA-XF-AAN1-01	BLCA	TERT expr	0.523128911
TCGA-XF-AAN2-01	BLCA	TERT expr	0.575535485
TCGA-XF-AAN3-01	BLCA	TERT expr	0.378696516
TCGA-XF-AAN4-01	BLCA	TERT expr	0.339366971
TCGA-XF-AAN5-01	BLCA	TERT expr	0.532289269
TCGA-XF-AAN7-01	BLCA	TERT expr	0.620608366
TCGA-XJ-A83F-01	PRAD	TERT expr	0.339391818
TCGA-XJ-A83G-01	PRAD	TERT expr	0.299937852
TCGA-XJ-A9DK-01	PRAD	TERT expr	0.242166484
TCGA-XJ-A9DQ-01	PRAD	TERT expr	0.268299515
TCGA-XJ-A9DX-01	PRAD	TERT expr	0.257525339
TCGA-XN-A8T5-01	PAAD	TERT expr	0.163420183
TCGA-XP-A8T6-01	ESCA	TERT expr	0.522897435
TCGA-XP-A8T8-01	ESCA	TERT expr	0.597880849
TCGA-XQ-A8TB-01	PRAD	TERT expr	0.331163909
TCGA-Y6-A8TL-01	PRAD	TERT expr	0.277082958
TCGA-YB-A89D-01	PAAD	TERT expr	0.190102243
TCGA-YC-A8S6-01	BLCA	TERT expr	0.365203035
TCGA-YC-A9TC-01	BLCA	TERT expr	0.682609469
TCGA-YF-AA3L-01	BLCA	TERT expr	0.456980834
TCGA-YF-AA3M-01	BLCA	TERT expr	0.662868644
TCGA-YH-A8SY-01	PAAD	TERT expr	0.298151994
TCGA-YJ-A8SW-01	PRAD	TERT expr	0.335714479
TCGA-YL-A8HJ-01	PRAD	TERT expr	0.234772329
TCGA-YL-A8HK-01	PRAD	TERT expr	0.226271879
TCGA-YL-A8HM-01	PRAD	TERT expr	0.491980162
TCGA-YL-A8HO-01	PRAD	TERT expr	0.278944859
TCGA-YL-A8S8-01	PRAD	TERT expr	0.350610867
TCGA-YL-A8S9-01	PRAD	TERT expr	0.43202357
TCGA-YL-A8SA-01	PRAD	TERT expr	0.253238992
TCGA-YL-A8SB-01	PRAD	TERT expr	0.297838945
TCGA-YL-A8SC-01	PRAD	TERT expr	0.28827506
TCGA-YL-A8SF-01	PRAD	TERT expr	0.37575225
TCGA-YL-A8SH-01	PRAD	TERT expr	0.334148342
TCGA-YL-A8SJ-01	PRAD	TERT expr	0.331759747
TCGA-YL-A8SK-01	PRAD	TERT expr	0.255128118
TCGA-YL-A8SL-01	PRAD	TERT expr	0.473876384
TCGA-YL-A8SO-01	PRAD	TERT expr	0.339747521
TCGA-YL-A8SP-01	PRAD	TERT expr	0.424246755
TCGA-YL-A8SQ-01	PRAD	TERT expr	0.360739704
TCGA-YL-A8SR-01	PRAD	TERT expr	0.271901516
TCGA-YL-A9WH-01	PRAD	TERT expr	0.450697343
TCGA-YL-A9WI-01	PRAD	TERT expr	0.406176628
TCGA-YL-A9WJ-01	PRAD	TERT expr	0.269157234
TCGA-YL-A9WK-01	PRAD	TERT expr	0.305107563
TCGA-YY-A8LH-01	PAAD	TERT expr	0.392048797
TCGA-Z5-AAPL-01	PAAD	TERT expr	0.378068469
TCGA-Z6-A8JD-01	ESCA	TERT expr	0.509952536
TCGA-Z6-A8JE-01	ESCA	TERT expr	0.668096486
TCGA-Z6-A9VB-01	ESCA	TERT expr	0.607730633
TCGA-Z6-AAPN-01	ESCA	TERT expr	0.476074523
TCGA-ZF-A9R0-01	BLCA	TERT expr	0.534371998
TCGA-ZF-A9R1-01	BLCA	TERT expr	0.512742089
TCGA-ZF-A9R2-01	BLCA	TERT expr	0.500309363
TCGA-ZF-A9R3-01	BLCA	TERT expr	0.469941931
TCGA-ZF-A9R4-01	BLCA	TERT expr	0.638026328
TCGA-ZF-A9R7-01	BLCA	TERT expr	0.524452903
TCGA-ZF-A9RC-01	BLCA	TERT expr	0.576799946
TCGA-ZF-A9RD-01	BLCA	TERT expr	0.454495627
TCGA-ZF-A9RE-01	BLCA	TERT expr	0.650903931
TCGA-ZF-A9RF-01	BLCA	TERT expr	0.594513769
TCGA-ZF-A9RL-01	BLCA	TERT expr	0.562751243
TCGA-ZF-A9RM-01	BLCA	TERT expr	0.501062841
TCGA-ZF-A9RN-01	BLCA	TERT expr	0.691661093
TCGA-ZF-AA4N-01	BLCA	TERT expr	0.603863937
TCGA-ZF-AA4R-01	BLCA	TERT expr	0.514645311
TCGA-ZF-AA4T-01	BLCA	TERT expr	0.646707222
TCGA-ZF-AA4U-01	BLCA	TERT expr	0.482472456
TCGA-ZF-AA4V-01	BLCA	TERT expr	0.971507412
TCGA-ZF-AA4W-01	BLCA	TERT expr	0.55009094
TCGA-ZF-AA4X-01	BLCA	TERT expr	0.630741463
TCGA-ZF-AA51-01	BLCA	TERT expr	0.552069553
TCGA-ZF-AA52-01	BLCA	TERT expr	0.425194768
TCGA-ZF-AA53-01	BLCA	TERT expr	0.409190987
TCGA-ZF-AA54-01	BLCA	TERT expr	0.590126881
TCGA-ZF-AA56-01	BLCA	TERT expr	0.48294433
TCGA-ZF-AA58-01	BLCA	TERT expr	0.541487472
TCGA-ZF-AA5H-01	BLCA	TERT expr	0.571649584
TCGA-ZF-AA5N-01	BLCA	TERT expr	0.580083815
TCGA-ZF-AA5P-01	BLCA	TERT expr	0.415339927
TCGA-ZG-A8QW-01	PRAD	TERT expr	0.311946937
TCGA-ZG-A8QX-01	PRAD	TERT expr	0.273962538
TCGA-ZG-A8QY-01	PRAD	TERT expr	0.328193354
TCGA-ZG-A8QZ-01	PRAD	TERT expr	0.291664723
TCGA-ZR-A9CJ-01	ESCA	TERT expr	0.543696215
TCGA-22-4593-11	LUSC	Normal	0.107308995
TCGA-22-4609-11	LUSC	Normal	0.091823436
TCGA-22-5471-11	LUSC	Normal	0.084451279
TCGA-22-5472-11	LUSC	Normal	0.181924056
TCGA-22-5478-11	LUSC	Normal	0.099998026
TCGA-22-5481-11	LUSC	Normal	0.136910456
TCGA-22-5482-11	LUSC	Normal	0.091520469
TCGA-22-5483-11	LUSC	Normal	0.163065182
TCGA-22-5489-11	LUSC	Normal	0.108970401
TCGA-22-5491-11	LUSC	Normal	0.103008647
TCGA-33-4587-11	LUSC	Normal	0.126631642
TCGA-34-7107-11	LUSC	Normal	0.134176993
TCGA-34-8454-11	LUSC	Normal	0.15227411
TCGA-38-4625-11	LUAD	Normal	0.11834391
TCGA-38-4626-11	LUAD	Normal	0.067693033
TCGA-38-4627-11	LUAD	Normal	0.09485066
TCGA-38-4632-11	LUAD	Normal	0.113147072
TCGA-39-5040-11	LUSC	Normal	0.065056831
TCGA-43-3394-11	LUSC	Normal	0.157824345
TCGA-43-5670-11	LUSC	Normal	0.080787112
TCGA-43-6143-11	LUSC	Normal	0.165392715
TCGA-43-6647-11	LUSC	Normal	0.081385339
TCGA-43-6771-11	LUSC	Normal	0.120209039
TCGA-43-6773-11	LUSC	Normal	0.096584336
TCGA-43-7657-11	LUSC	Normal	0.092054962
TCGA-43-7658-11	LUSC	Normal	0.099698724
TCGA-44-2655-11	LUAD	Normal	0.161194477
TCGA-44-2657-11	LUAD	Normal	0.236329565
TCGA-44-2662-11	LUAD	Normal	0.084385057
TCGA-44-2665-11	LUAD	Normal	0.103249739
TCGA-44-2668-11	LUAD	Normal	0.132247647
TCGA-44-3396-11	LUAD	Normal	0.127289187
TCGA-44-3398-11	LUAD	Normal	0.089333993
TCGA-44-5645-11	LUAD	Normal	0.109835577
TCGA-44-6144-11	LUAD	Normal	0.197043087
TCGA-44-6145-11	LUAD	Normal	0.08097375
TCGA-44-6146-11	LUAD	Normal	0.12408755
