SampleID	Cancer	Groups	EXTENDScores
TCGA-BA-5153-01	HNSC	TERT expr	0.566797821
TCGA-BA-5555-01	HNSC	TERT expr	0.475300796
TCGA-BA-5556-01	HNSC	TERT expr	0.445215552
TCGA-BA-5557-01	HNSC	TERT expr	0.267861038
TCGA-BA-5558-01	HNSC	TERT expr	0.528057229
TCGA-BA-5559-01	HNSC	TERT expr	0.536206855
TCGA-BA-6868-01	HNSC	TERT expr	0.358055968
TCGA-BA-6869-01	HNSC	TERT expr	0.47187854
TCGA-BA-6870-01	HNSC	TERT expr	0.421797092
TCGA-BA-6871-01	HNSC	TERT expr	0.58981479
TCGA-BA-6872-01	HNSC	TERT expr	0.431286341
TCGA-BA-6873-01	HNSC	TERT expr	0.522991521
TCGA-BA-7269-01	HNSC	TERT expr	0.303890165
TCGA-BA-A4IF-01	HNSC	TERT expr	0.510069657
TCGA-BA-A4IG-01	HNSC	TERT expr	0.592762634
TCGA-BA-A4IH-01	HNSC	TERT expr	0.607879323
TCGA-BA-A6D8-01	HNSC	TERT expr	0.460392654
TCGA-BA-A6DA-01	HNSC	TERT expr	0.429339469
TCGA-BA-A6DB-01	HNSC	TERT expr	0.360279431
TCGA-BA-A6DD-01	HNSC	TERT expr	0.392072474
TCGA-BA-A6DE-01	HNSC	TERT expr	0.504103675
TCGA-BA-A6DI-01	HNSC	TERT expr	0.398149835
TCGA-BA-A6DJ-01	HNSC	TERT expr	0.468997128
TCGA-BA-A6DL-01	HNSC	TERT expr	0.467497443
TCGA-BA-A8YP-01	HNSC	TERT expr	0.54335085
TCGA-BB-4217-01	HNSC	TERT expr	0.416274647
TCGA-BB-4223-01	HNSC	TERT expr	0.684419162
TCGA-BB-4224-01	HNSC	TERT expr	0.622846138
TCGA-BB-4225-01	HNSC	TERT expr	0.522075172
TCGA-BB-4227-01	HNSC	TERT expr	0.56953314
TCGA-BB-7870-01	HNSC	TERT expr	0.665004011
TCGA-BB-8596-01	HNSC	TERT expr	0.418256403
TCGA-BB-8601-01	HNSC	TERT expr	0.61249935
TCGA-BB-A5HU-01	HNSC	TERT expr	0.469152853
TCGA-BB-A5HY-01	HNSC	TERT expr	0.547868941
TCGA-BB-A5HZ-01	HNSC	TERT expr	0.477929078
TCGA-BB-A6UO-01	HNSC	TERT expr	0.412008047
TCGA-BC-4073-01	LIHC	TERT expr	0.404649028
TCGA-BC-A10R-01	LIHC	TERT expr	0.260753976
TCGA-BC-A10S-01	LIHC	TERT expr	0.303761571
TCGA-BC-A10T-01	LIHC	TERT expr	0.33040597
TCGA-BC-A10U-01	LIHC	TERT expr	0.403246175
TCGA-BC-A10W-01	LIHC	TERT expr	0.513974745
TCGA-BC-A10Y-01	LIHC	TERT expr	0.687113532
TCGA-BC-A10Z-01	LIHC	TERT expr	0.592640113
TCGA-BC-A112-01	LIHC	TERT expr	0.411330409
TCGA-BC-A216-01	LIHC	TERT expr	0.83056882
TCGA-BC-A217-01	LIHC	TERT expr	0.570404646
TCGA-BC-A3KG-01	LIHC	TERT expr	0.911829513
TCGA-BC-A69H-01	LIHC	TERT expr	0.690835833
TCGA-BD-A2L6-01	LIHC	TERT expr	0.540884589
TCGA-BD-A3EP-01	LIHC	TERT expr	0.328211087
TCGA-BH-A0AU-01	BRCA	TERT expr	0.413218205
TCGA-BH-A0AV-01	BRCA	TERT expr	0.439754764
TCGA-BH-A0AZ-01	BRCA	TERT expr	0.244515842
TCGA-BH-A0B0-01	BRCA	TERT expr	0.320135821
TCGA-BH-A0B3-01	BRCA	TERT expr	0.474271711
TCGA-BH-A0B7-01	BRCA	TERT expr	0.282581452
TCGA-BH-A0B9-01	BRCA	TERT expr	0.608161282
TCGA-BH-A0BC-01	BRCA	TERT expr	0.455727505
TCGA-BH-A0BG-01	BRCA	TERT expr	0.452377362
TCGA-BH-A0BL-01	BRCA	TERT expr	0.418629385
TCGA-BH-A0BP-01	BRCA	TERT expr	0.274530732
TCGA-BH-A0BQ-01	BRCA	TERT expr	0.338834845
TCGA-BH-A0BS-01	BRCA	TERT expr	0.393119959
TCGA-BH-A0BZ-01	BRCA	TERT expr	0.498016667
TCGA-BH-A0C3-01	BRCA	TERT expr	0.341158488
TCGA-BH-A0C7-01	BRCA	TERT expr	0.580992319
TCGA-BH-A0DD-01	BRCA	TERT expr	0.631033737
TCGA-BH-A0DE-01	BRCA	TERT expr	0.320823064
TCGA-BH-A0DH-01	BRCA	TERT expr	0.368923241
TCGA-BH-A0DK-01	BRCA	TERT expr	0.368246635
TCGA-BH-A0DL-01	BRCA	TERT expr	0.455261028
TCGA-BH-A0DO-01	BRCA	TERT expr	0.362011727
TCGA-BH-A0DQ-01	BRCA	TERT expr	0.423662708
TCGA-BH-A0DX-01	BRCA	TERT expr	0.378504757
TCGA-BH-A0EA-01	BRCA	TERT expr	0.2809863
TCGA-BH-A0H0-01	BRCA	TERT expr	0.701786945
TCGA-BH-A0H3-01	BRCA	TERT expr	0.331791588
TCGA-BH-A0H5-01	BRCA	TERT expr	0.303148854
TCGA-BH-A0H6-01	BRCA	TERT expr	0.395781584
TCGA-BH-A0H7-01	BRCA	TERT expr	0.376262569
TCGA-BH-A0HA-01	BRCA	TERT expr	0.323693819
TCGA-BH-A0HB-01	BRCA	TERT expr	0.460818639
TCGA-BH-A0HX-01	BRCA	TERT expr	0.375339656
TCGA-BH-A0RX-01	BRCA	TERT expr	0.453965108
TCGA-BH-A0W4-01	BRCA	TERT expr	0.415901568
TCGA-BH-A0W5-01	BRCA	TERT expr	0.363720026
TCGA-BH-A0W7-01	BRCA	TERT expr	0.476709906
TCGA-BH-A0WA-01	BRCA	TERT expr	0.505603983
TCGA-BH-A18F-01	BRCA	TERT expr	0.510279166
TCGA-BH-A18H-01	BRCA	TERT expr	0.386811154
TCGA-BH-A18I-01	BRCA	TERT expr	0.423926193
TCGA-BH-A18J-01	BRCA	TERT expr	0.437797236
TCGA-BH-A18K-01	BRCA	TERT expr	0.427476066
TCGA-BH-A18L-01	BRCA	TERT expr	0.599129311
TCGA-BH-A18M-01	BRCA	TERT expr	0.411349869
TCGA-BH-A18P-01	BRCA	TERT expr	0.507170916
TCGA-BH-A18Q-01	BRCA	TERT expr	0.486947989
TCGA-BH-A18R-01	BRCA	TERT expr	0.64306182
TCGA-BH-A18S-01	BRCA	TERT expr	0.394190267
TCGA-BH-A18T-01	BRCA	TERT expr	0.626646349
TCGA-BH-A18U-01	BRCA	TERT expr	0.599141379
TCGA-BH-A18V-01	BRCA	TERT expr	0.537958932
TCGA-BH-A1EV-01	BRCA	TERT expr	0.428373934
TCGA-BH-A1EW-01	BRCA	TERT expr	0.392653357
TCGA-BH-A1EX-01	BRCA	TERT expr	0.412483271
TCGA-BH-A1EY-01	BRCA	TERT expr	0.315635842
TCGA-BH-A1F0-01	BRCA	TERT expr	0.469047448
TCGA-BH-A1F6-01	BRCA	TERT expr	0.459923929
TCGA-BH-A1FC-01	BRCA	TERT expr	0.593406675
TCGA-BH-A1FJ-01	BRCA	TERT expr	0.582472914
TCGA-BH-A1FL-01	BRCA	TERT expr	0.496984283
TCGA-BH-A1FM-01	BRCA	TERT expr	0.54944916
TCGA-BH-A1FN-01	BRCA	TERT expr	0.455076324
TCGA-BH-A1FR-01	BRCA	TERT expr	0.463432405
TCGA-BH-A1FU-01	BRCA	TERT expr	0.398249613
TCGA-BH-A201-01	BRCA	TERT expr	0.371546741
TCGA-BH-A202-01	BRCA	TERT expr	0.454469403
TCGA-BH-A204-01	BRCA	TERT expr	0.656773849
TCGA-BH-A209-01	BRCA	TERT expr	0.534356636
TCGA-BH-A28O-01	BRCA	TERT expr	0.269527174
TCGA-BH-A28Q-01	BRCA	TERT expr	0.43646765
TCGA-BH-A2L8-01	BRCA	TERT expr	0.366018924
TCGA-BH-A42T-01	BRCA	TERT expr	0.48883826
TCGA-BH-A42U-01	BRCA	TERT expr	0.236172838
TCGA-BH-A42V-01	BRCA	TERT expr	0.337338362
TCGA-BH-A5J0-01	BRCA	TERT expr	0.381635046
TCGA-BJ-A0Z2-01	THCA	TERT expr	0.323727131
TCGA-BJ-A0Z3-01	THCA	TERT expr	0.28861162
TCGA-BJ-A0ZB-01	THCA	TERT expr	0.339591267
TCGA-BJ-A0ZJ-01	THCA	TERT expr	0.219623112
TCGA-BJ-A191-01	THCA	TERT expr	0.308741859
TCGA-BJ-A28S-01	THCA	TERT expr	0.267397244
TCGA-BJ-A28X-01	THCA	TERT expr	0.284212632
TCGA-BJ-A290-01	THCA	TERT expr	0.354917461
TCGA-BJ-A3EZ-01	THCA	TERT expr	0.386689876
TCGA-BJ-A3PR-01	THCA	TERT expr	0.346052349
TCGA-BJ-A45E-01	THCA	TERT expr	0.233255452
TCGA-BJ-A4O9-01	THCA	TERT expr	0.531448469
TCGA-BL-A13I-01	BLCA	TERT expr	0.567225632
TCGA-BL-A13J-01	BLCA	TERT expr	0.502819172
TCGA-BL-A3JM-01	BLCA	TERT expr	0.645201866
TCGA-BL-A5ZZ-01	BLCA	TERT expr	0.383633327
TCGA-BP-4162-01	KIRC	TERT expr	0.25158556
TCGA-BP-4163-01	KIRC	TERT expr	0.295770347
TCGA-BP-4164-01	KIRC	TERT expr	0.410440556
TCGA-BP-4326-01	KIRC	TERT expr	0.301059422
TCGA-BP-4756-01	KIRC	TERT expr	0.324805761
TCGA-BP-4960-01	KIRC	TERT expr	0.428367399
TCGA-BP-4961-01	KIRC	TERT expr	0.244817897
TCGA-BP-4962-01	KIRC	TERT expr	0.201105602
TCGA-BP-4963-01	KIRC	TERT expr	0.253894804
TCGA-BP-4964-01	KIRC	TERT expr	0.254581482
TCGA-BP-4967-01	KIRC	TERT expr	0.36615356
TCGA-BP-4968-01	KIRC	TERT expr	0.237929156
TCGA-BP-4971-01	KIRC	TERT expr	0.36217353
TCGA-BP-4972-01	KIRC	TERT expr	0.298869239
TCGA-BP-4973-01	KIRC	TERT expr	0.49759499
TCGA-BP-4974-01	KIRC	TERT expr	0.289809832
TCGA-BP-4981-01	KIRC	TERT expr	0.218503833
TCGA-BP-4983-01	KIRC	TERT expr	0.392793478
TCGA-BP-4989-01	KIRC	TERT expr	0.275141866
TCGA-BP-4991-01	KIRC	TERT expr	0.462092206
TCGA-BP-4992-01	KIRC	TERT expr	0.272976968
TCGA-BP-4999-01	KIRC	TERT expr	0.28101139
TCGA-BP-5001-01	KIRC	TERT expr	0.184628257
TCGA-BP-5004-01	KIRC	TERT expr	0.247064666
TCGA-BP-5007-01	KIRC	TERT expr	0.310692596
TCGA-BP-5008-01	KIRC	TERT expr	0.20456517
TCGA-BP-5010-01	KIRC	TERT expr	0.462821147
TCGA-BP-5169-01	KIRC	TERT expr	0.23858435
TCGA-BP-5175-01	KIRC	TERT expr	0.270887365
TCGA-BP-5180-01	KIRC	TERT expr	0.268090473
TCGA-BP-5183-01	KIRC	TERT expr	0.308881411
TCGA-BP-5195-01	KIRC	TERT expr	0.221255064
TCGA-BP-5201-01	KIRC	TERT expr	0.209518741
TCGA-BP-5202-01	KIRC	TERT expr	0.242495048
TCGA-BQ-5875-01	KIRP	TERT expr	0.305706067
TCGA-BQ-5876-01	KIRP	TERT expr	0.40811675
TCGA-BQ-5878-01	KIRP	TERT expr	0.362480615
TCGA-BQ-5879-01	KIRP	TERT expr	0.379248041
TCGA-BQ-5882-01	KIRP	TERT expr	0.268837655
TCGA-BQ-5887-01	KIRP	TERT expr	0.226364052
TCGA-BQ-5888-01	KIRP	TERT expr	0.354747545
TCGA-BQ-5889-01	KIRP	TERT expr	0.226316864
TCGA-BQ-5890-01	KIRP	TERT expr	0.32721592
TCGA-BQ-5891-01	KIRP	TERT expr	0.3612746
TCGA-BQ-5893-01	KIRP	TERT expr	0.338964766
TCGA-BQ-5894-01	KIRP	TERT expr	0.430539577
TCGA-BQ-7051-01	KIRP	TERT expr	0.359456099
TCGA-BQ-7058-01	KIRP	TERT expr	0.294361052
TCGA-BR-4191-01	STAD	TERT expr	0.337301913
TCGA-BR-4201-01	STAD	TERT expr	0.437807405
TCGA-BR-4253-01	STAD	TERT expr	0.585001168
TCGA-BR-4255-01	STAD	TERT expr	0.33159656
TCGA-BR-4256-01	STAD	TERT expr	0.433460956
TCGA-BR-4257-01	STAD	TERT expr	0.500737948
TCGA-BR-4267-01	STAD	TERT expr	0.485608246
TCGA-BR-4279-01	STAD	TERT expr	0.279406175
TCGA-BR-4280-01	STAD	TERT expr	0.636021264
TCGA-BR-4292-01	STAD	TERT expr	0.587752809
TCGA-BR-4294-01	STAD	TERT expr	0.324958368
TCGA-BR-4357-01	STAD	TERT expr	0.904286043
TCGA-BR-4361-01	STAD	TERT expr	0.574701031
TCGA-BR-4362-01	STAD	TERT expr	0.727379325
TCGA-BR-4363-01	STAD	TERT expr	0.585255975
TCGA-BR-4366-01	STAD	TERT expr	0.473860956
TCGA-BR-4368-01	STAD	TERT expr	0.52729865
TCGA-BR-4369-01	STAD	TERT expr	0.611750481
TCGA-BR-4370-01	STAD	TERT expr	0.377225331
TCGA-BR-4371-01	STAD	TERT expr	0.500341083
TCGA-BR-6452-01	STAD	TERT expr	0.51527509
TCGA-BR-6453-01	STAD	TERT expr	0.402962764
TCGA-BR-6454-01	STAD	TERT expr	0.505894713
TCGA-BR-6455-01	STAD	TERT expr	0.627967858
TCGA-BR-6456-01	STAD	TERT expr	0.432071824
TCGA-BR-6457-01	STAD	TERT expr	0.26741226
TCGA-BR-6458-01	STAD	TERT expr	0.416296264
TCGA-BR-6563-01	STAD	TERT expr	0.195280036
TCGA-BR-6564-01	STAD	TERT expr	0.285744733
TCGA-BR-6565-01	STAD	TERT expr	0.586480815
TCGA-BR-6566-01	STAD	TERT expr	0.530498603
TCGA-BR-6705-01	STAD	TERT expr	0.35684295
TCGA-BR-6706-01	STAD	TERT expr	0.435547567
TCGA-BR-6707-01	STAD	TERT expr	0.569914873
TCGA-BR-6801-01	STAD	TERT expr	0.354141176
TCGA-BR-6802-01	STAD	TERT expr	0.546017676
TCGA-BR-6803-01	STAD	TERT expr	0.354501444
TCGA-BR-6852-01	STAD	TERT expr	0.49365246
TCGA-BR-7196-01	STAD	TERT expr	0.400072531
TCGA-BR-7197-01	STAD	TERT expr	0.651766145
TCGA-BR-7703-01	STAD	TERT expr	0.519206715
TCGA-BR-7707-01	STAD	TERT expr	0.569749196
TCGA-BR-7715-01	STAD	TERT expr	0.562907059
TCGA-BR-7716-01	STAD	TERT expr	0.46592627
TCGA-BR-7717-01	STAD	TERT expr	0.494701153
TCGA-BR-7722-01	STAD	TERT expr	0.350282057
TCGA-BR-7723-01	STAD	TERT expr	0.558210136
TCGA-BR-7851-01	STAD	TERT expr	0.514473321
TCGA-BR-7901-01	STAD	TERT expr	0.366858032
TCGA-BR-7957-01	STAD	TERT expr	0.426187951
TCGA-BR-7959-01	STAD	TERT expr	0.448166901
TCGA-BR-8058-01	STAD	TERT expr	0.538058058
TCGA-BR-8059-01	STAD	TERT expr	0.393399099
TCGA-BR-8077-01	STAD	TERT expr	0.526847907
TCGA-BR-8078-01	STAD	TERT expr	0.505795606
TCGA-BR-8080-01	STAD	TERT expr	0.453877272
TCGA-BR-8081-01	STAD	TERT expr	0.526536443
TCGA-BR-8284-01	STAD	TERT expr	0.717476775
TCGA-BR-8286-01	STAD	TERT expr	0.574262502
TCGA-BR-8289-01	STAD	TERT expr	0.462467361
TCGA-BR-8291-01	STAD	TERT expr	0.389106854
TCGA-BR-8297-01	STAD	TERT expr	0.387804778
TCGA-BR-8361-01	STAD	TERT expr	0.669087697
TCGA-BR-8363-01	STAD	TERT expr	0.695039277
TCGA-BR-8364-01	STAD	TERT expr	0.284528799
TCGA-BR-8365-01	STAD	TERT expr	0.324234345
TCGA-BR-8367-01	STAD	TERT expr	0.438228334
TCGA-BR-8368-01	STAD	TERT expr	0.606097186
TCGA-BR-8369-01	STAD	TERT expr	0.419964347
TCGA-BR-8371-01	STAD	TERT expr	0.272550871
TCGA-BR-8372-01	STAD	TERT expr	0.595556503
TCGA-BR-8373-01	STAD	TERT expr	0.436132812
TCGA-BR-8380-01	STAD	TERT expr	0.413101624
TCGA-BR-8381-01	STAD	TERT expr	0.656159601
TCGA-BR-8382-01	STAD	TERT expr	0.442470557
TCGA-BR-8384-01	STAD	TERT expr	0.220621392
TCGA-BR-8483-01	STAD	TERT expr	0.525692546
TCGA-BR-8484-01	STAD	TERT expr	0.465708182
TCGA-BR-8485-01	STAD	TERT expr	0.49708542
TCGA-BR-8486-01	STAD	TERT expr	0.466964593
TCGA-BR-8487-01	STAD	TERT expr	0.49329575
TCGA-BR-8588-01	STAD	TERT expr	0.440575534
TCGA-BR-8589-01	STAD	TERT expr	0.59650891
TCGA-BR-8590-01	STAD	TERT expr	0.415859771
TCGA-BR-8591-01	STAD	TERT expr	0.510676774
TCGA-BR-8592-01	STAD	TERT expr	0.285689826
TCGA-BR-8677-01	STAD	TERT expr	0.388198056
TCGA-BR-8678-01	STAD	TERT expr	0.715759893
TCGA-BR-8679-01	STAD	TERT expr	0.55617916
TCGA-BR-8680-01	STAD	TERT expr	0.612608172
TCGA-BR-8682-01	STAD	TERT expr	0.330322063
TCGA-BR-8683-01	STAD	TERT expr	0.346115174
TCGA-BR-8686-01	STAD	TERT expr	0.457562695
TCGA-BR-8687-01	STAD	TERT expr	0.489515106
TCGA-BR-A44T-01	STAD	TERT expr	0.324062762
TCGA-BR-A452-01	STAD	TERT expr	0.648377229
TCGA-BR-A453-01	STAD	TERT expr	0.301049207
TCGA-BR-A4CR-01	STAD	TERT expr	0.842545305
TCGA-BR-A4CS-01	STAD	TERT expr	0.437822943
TCGA-BR-A4IV-01	STAD	TERT expr	0.267385271
TCGA-BR-A4IY-01	STAD	TERT expr	0.435911047
TCGA-BR-A4IZ-01	STAD	TERT expr	0.307425542
TCGA-BR-A4J1-01	STAD	TERT expr	0.846954808
TCGA-BR-A4J2-01	STAD	TERT expr	0.415916732
TCGA-BR-A4J6-01	STAD	TERT expr	0.354690771
TCGA-BR-A4J7-01	STAD	TERT expr	0.25150395
TCGA-BR-A4J8-01	STAD	TERT expr	0.449381857
TCGA-BR-A4PD-01	STAD	TERT expr	0.455084339
TCGA-BR-A4PE-01	STAD	TERT expr	0.6179923
TCGA-BR-A4PF-01	STAD	TERT expr	0.755129627
TCGA-BR-A4QI-01	STAD	TERT expr	0.469255543
TCGA-BS-A0V7-01	UCEC	TERT expr	0.283339487
TCGA-BT-A0S7-01	BLCA	TERT expr	0.571957958
TCGA-BT-A0YX-01	BLCA	TERT expr	0.51373519
TCGA-BT-A20N-01	BLCA	TERT expr	0.605855465
TCGA-BT-A20O-01	BLCA	TERT expr	0.551954921
TCGA-BT-A20P-01	BLCA	TERT expr	0.553223578
TCGA-BT-A20Q-01	BLCA	TERT expr	0.382894882
TCGA-BT-A20R-01	BLCA	TERT expr	0.380832521
TCGA-BT-A20T-01	BLCA	TERT expr	0.458340033
TCGA-BT-A20U-01	BLCA	TERT expr	0.577049539
TCGA-BT-A20V-01	BLCA	TERT expr	0.678344956
TCGA-BT-A20W-01	BLCA	TERT expr	0.481516186
TCGA-BT-A2LA-01	BLCA	TERT expr	0.691308466
TCGA-BT-A2LB-01	BLCA	TERT expr	0.539656862
TCGA-BT-A2LD-01	BLCA	TERT expr	0.484139384
TCGA-BT-A3PH-01	BLCA	TERT expr	0.496228692
TCGA-BT-A3PJ-01	BLCA	TERT expr	0.63510302
TCGA-BT-A3PK-01	BLCA	TERT expr	0.442219963
TCGA-BT-A42C-01	BLCA	TERT expr	0.565995806
TCGA-BT-A42E-01	BLCA	TERT expr	0.568219691
TCGA-BT-A42F-01	BLCA	TERT expr	0.594191253
TCGA-BW-A5NO-01	LIHC	TERT expr	0.340696435
TCGA-BW-A5NQ-01	LIHC	TERT expr	0.655440989
TCGA-C4-A0EZ-01	BLCA	TERT expr	0.804739272
TCGA-C4-A0F0-01	BLCA	TERT expr	0.56078354
TCGA-C8-A12K-01	BRCA	TERT expr	0.577142489
TCGA-C8-A12L-01	BRCA	TERT expr	0.497917901
TCGA-C8-A12O-01	BRCA	TERT expr	0.400045521
TCGA-C8-A12P-01	BRCA	TERT expr	0.410187181
TCGA-C8-A12Q-01	BRCA	TERT expr	0.419515038
TCGA-C8-A12T-01	BRCA	TERT expr	0.492570831
TCGA-C8-A12U-01	BRCA	TERT expr	0.500852421
TCGA-C8-A12V-01	BRCA	TERT expr	0.425565426
TCGA-C8-A12W-01	BRCA	TERT expr	0.493985865
TCGA-C8-A12X-01	BRCA	TERT expr	0.433867321
TCGA-C8-A12Y-01	BRCA	TERT expr	0.413895462
TCGA-C8-A12Z-01	BRCA	TERT expr	0.46382944
TCGA-C8-A130-01	BRCA	TERT expr	0.533028696
TCGA-C8-A131-01	BRCA	TERT expr	0.621328788
TCGA-C8-A132-01	BRCA	TERT expr	0.34502729
TCGA-C8-A133-01	BRCA	TERT expr	0.410632593
TCGA-C8-A137-01	BRCA	TERT expr	0.476923657
TCGA-C8-A138-01	BRCA	TERT expr	0.393780243
TCGA-C8-A1HE-01	BRCA	TERT expr	0.415829618
TCGA-C8-A1HF-01	BRCA	TERT expr	0.562018677
TCGA-C8-A1HG-01	BRCA	TERT expr	0.525802664
TCGA-C8-A1HJ-01	BRCA	TERT expr	0.638162792
TCGA-C8-A1HK-01	BRCA	TERT expr	0.547049343
TCGA-C8-A1HL-01	BRCA	TERT expr	0.548156992
TCGA-C8-A1HM-01	BRCA	TERT expr	0.558058245
TCGA-C8-A1HN-01	BRCA	TERT expr	0.501740703
TCGA-C8-A26W-01	BRCA	TERT expr	0.513582007
TCGA-C8-A26X-01	BRCA	TERT expr	0.352715241
TCGA-C8-A26Y-01	BRCA	TERT expr	0.401403133
TCGA-C8-A26Z-01	BRCA	TERT expr	0.483898699
TCGA-C8-A273-01	BRCA	TERT expr	0.461332662
TCGA-C8-A274-01	BRCA	TERT expr	0.469103338
TCGA-C8-A278-01	BRCA	TERT expr	0.466998091
TCGA-C8-A27A-01	BRCA	TERT expr	0.580983945
TCGA-C8-A27B-01	BRCA	TERT expr	0.596412547
TCGA-C8-A3M7-01	BRCA	TERT expr	0.403058821
TCGA-C8-A3M8-01	BRCA	TERT expr	0.426872675
TCGA-C9-A47Z-01	HNSC	TERT expr	0.474756591
TCGA-C9-A480-01	HNSC	TERT expr	0.479166917
TCGA-CA-5796-01	CRC	TERT expr	0.389289387
TCGA-CA-5797-01	CRC	TERT expr	0.511856701
TCGA-CA-6716-01	CRC	TERT expr	0.427904019
TCGA-CA-6717-01	CRC	TERT expr	0.509580859
TCGA-CA-6718-01	CRC	TERT expr	0.700925254
TCGA-CA-6719-01	CRC	TERT expr	0.515037403
TCGA-CC-5258-01	LIHC	TERT expr	0.546701084
TCGA-CC-5260-01	LIHC	TERT expr	0.377449119
TCGA-CC-5261-01	LIHC	TERT expr	0.38642438
TCGA-CC-5262-01	LIHC	TERT expr	0.36729394
TCGA-CC-5263-01	LIHC	TERT expr	0.624892249
TCGA-CC-5264-01	LIHC	TERT expr	0.641883872
TCGA-CC-A1HT-01	LIHC	TERT expr	0.596583433
TCGA-CC-A3M9-01	LIHC	TERT expr	0.572780539
TCGA-CC-A3MA-01	LIHC	TERT expr	0.399342071
TCGA-CC-A3MB-01	LIHC	TERT expr	0.893856725
TCGA-CC-A3MC-01	LIHC	TERT expr	0.448556748
TCGA-CC-A5UC-01	LIHC	TERT expr	0.497188085
TCGA-CC-A5UD-01	LIHC	TERT expr	0.616924942
TCGA-CC-A5UE-01	LIHC	TERT expr	0.562945632
TCGA-CC-A7IF-01	LIHC	TERT expr	0.404597518
TCGA-CC-A7IG-01	LIHC	TERT expr	0.664385953
TCGA-CC-A7IH-01	LIHC	TERT expr	0.430962006
TCGA-CC-A7II-01	LIHC	TERT expr	0.8671488
TCGA-CC-A7IK-01	LIHC	TERT expr	0.539650307
TCGA-CC-A7IL-01	LIHC	TERT expr	0.526930074
TCGA-CD-5799-01	STAD	TERT expr	0.583827419
TCGA-CD-5800-01	STAD	TERT expr	0.732031651
TCGA-CD-5801-01	STAD	TERT expr	0.47407738
TCGA-CD-5803-01	STAD	TERT expr	0.411848556
TCGA-CD-5804-01	STAD	TERT expr	0.364820765
TCGA-CD-8524-01	STAD	TERT expr	0.274109741
TCGA-CD-8526-01	STAD	TERT expr	0.532460246
TCGA-CD-8528-01	STAD	TERT expr	0.606274348
TCGA-CD-8529-01	STAD	TERT expr	0.49773919
TCGA-CD-8530-01	STAD	TERT expr	0.346394694
TCGA-CD-8531-01	STAD	TERT expr	0.579946122
TCGA-CD-8532-01	STAD	TERT expr	0.44902309
TCGA-CD-8534-01	STAD	TERT expr	0.469328049
TCGA-CD-8535-01	STAD	TERT expr	0.682373763
TCGA-CD-8536-01	STAD	TERT expr	0.553052034
TCGA-CD-A486-01	STAD	TERT expr	0.577422712
TCGA-CD-A48A-01	STAD	TERT expr	0.49730598
TCGA-CD-A48C-01	STAD	TERT expr	0.467152084
TCGA-CD-A4MG-01	STAD	TERT expr	0.597309067
TCGA-CD-A4MH-01	STAD	TERT expr	0.649031658
TCGA-CD-A4MI-01	STAD	TERT expr	0.308578282
TCGA-CD-A4MJ-01	STAD	TERT expr	0.604819763
TCGA-CE-A27D-01	THCA	TERT expr	0.24714769
TCGA-CE-A484-01	THCA	TERT expr	0.273891887
TCGA-CF-A1HR-01	BLCA	TERT expr	0.50471026
TCGA-CF-A1HS-01	BLCA	TERT expr	0.575927171
TCGA-CF-A27C-01	BLCA	TERT expr	0.546122371
TCGA-CF-A3MF-01	BLCA	TERT expr	0.785295383
TCGA-CF-A3MG-01	BLCA	TERT expr	0.608485574
TCGA-CF-A3MH-01	BLCA	TERT expr	0.529224924
TCGA-CF-A3MI-01	BLCA	TERT expr	0.424726049
TCGA-CF-A47S-01	BLCA	TERT expr	0.37485301
TCGA-CF-A47T-01	BLCA	TERT expr	0.55028619
TCGA-CF-A47V-01	BLCA	TERT expr	0.472604497
TCGA-CF-A47W-01	BLCA	TERT expr	0.411566804
TCGA-CF-A47X-01	BLCA	TERT expr	0.473613294
TCGA-CF-A47Y-01	BLCA	TERT expr	0.403066377
TCGA-CF-A5U8-01	BLCA	TERT expr	0.412778606
TCGA-CF-A5UA-01	BLCA	TERT expr	0.426739209
TCGA-CF-A7I0-01	BLCA	TERT expr	0.401057295
TCGA-CF-A9FF-01	BLCA	TERT expr	0.508271936
TCGA-CF-A9FH-01	BLCA	TERT expr	0.549646317
TCGA-CF-A9FL-01	BLCA	TERT expr	0.434988926
TCGA-CG-4301-01	STAD	TERT expr	0.294225006
TCGA-CG-4304-01	STAD	TERT expr	0.440243977
TCGA-CG-4305-01	STAD	TERT expr	0.398093029
TCGA-CG-4306-01	STAD	TERT expr	0.466497887
TCGA-CG-4436-01	STAD	TERT expr	0.59700017
TCGA-CG-4437-01	STAD	TERT expr	0.46545835
TCGA-CG-4438-01	STAD	TERT expr	0.54835751
TCGA-CG-4440-01	STAD	TERT expr	0.605075142
TCGA-CG-4441-01	STAD	TERT expr	0.529077648
TCGA-CG-4442-01	STAD	TERT expr	0.561277576
TCGA-CG-4443-01	STAD	TERT expr	0.411935177
TCGA-CG-4444-01	STAD	TERT expr	0.519128773
TCGA-CG-4449-01	STAD	TERT expr	0.464563623
TCGA-CG-4465-01	STAD	TERT expr	0.514181185
TCGA-CG-4466-01	STAD	TERT expr	0.635108505
TCGA-CG-4469-01	STAD	TERT expr	0.612953384
TCGA-CG-4474-01	STAD	TERT expr	0.550703255
TCGA-CG-4475-01	STAD	TERT expr	0.366594681
TCGA-CG-4476-01	STAD	TERT expr	0.389283718
TCGA-CG-4477-01	STAD	TERT expr	0.543815612
TCGA-CG-5717-01	STAD	TERT expr	0.367510819
